Flight Time, Lat, Long, Altitude (ft), Date, Hour:Min:Sec, Fix,Internal Ambient (K), External Ambient (K), Battery (K), OPC (K), OPC Heater Status, Battery Heater Status, External Pressure (PSI), MS5607 temperature (C), MS5607 pressure (PA)
2:50:20,43.8728,-92.1804,78749.7,5/16/2019,20:44:0,11,Fix,286.34,286.15,284.65,289.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:50:25,43.8729,-92.1808,78795.0,5/16/2019,20:44:5,11,Fix,286.40,286.15,284.65,289.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:50:30,43.8730,-92.1812,78844.2,5/16/2019,20:44:10,11,Fix,286.46,287.15,285.15,289.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:50:35,43.8731,-92.1817,78890.8,5/16/2019,20:44:15,11,Fix,286.46,286.65,285.15,289.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:50:40,43.8732,-92.1820,78938.3,5/16/2019,20:44:20,11,Fix,286.52,286.65,285.15,289.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:50:45,43.8733,-92.1823,78989.2,5/16/2019,20:44:25,11,Fix,286.52,287.15,285.15,289.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:50:50,43.8734,-92.1828,79056.4,5/16/2019,20:44:30,11,Fix,286.52,287.15,285.15,289.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:50:55,43.8735,-92.1831,79099.4,5/16/2019,20:44:35,11,Fix,286.59,286.15,285.15,289.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:51:00,43.8735,-92.1834,79144.7,5/16/2019,20:44:40,11,Fix,286.65,286.15,285.15,289.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:51:05,43.8736,-92.1839,79194.6,5/16/2019,20:44:45,11,Fix,286.71,285.65,285.15,289.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:51:10,43.8736,-92.1842,79239.2,5/16/2019,20:44:50,11,Fix,286.71,285.15,285.15,289.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:51:15,43.8736,-92.1846,79286.4,5/16/2019,20:44:55,11,Fix,286.77,285.15,285.15,289.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:51:20,43.8736,-92.1851,79336.0,5/16/2019,20:45:0,11,Fix,286.77,284.65,285.15,289.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:51:25,43.8736,-92.1854,79382.5,5/16/2019,20:45:5,11,Fix,286.84,285.15,285.15,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:51:30,43.8737,-92.1859,79430.1,5/16/2019,20:45:10,11,Fix,286.84,285.65,285.15,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:51:35,43.8737,-92.1864,79481.0,5/16/2019,20:45:15,11,Fix,286.90,286.15,285.15,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:51:40,43.8738,-92.1868,79531.2,5/16/2019,20:45:20,11,Fix,286.90,285.65,285.15,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:51:45,43.8739,-92.1871,79582.4,5/16/2019,20:45:25,10,Fix,286.96,286.15,285.15,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:51:50,43.8741,-92.1877,79630.3,5/16/2019,20:45:30,10,Fix,286.96,286.15,285.65,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:51:55,43.8742,-92.1881,79679.5,5/16/2019,20:45:35,10,Fix,287.02,286.65,285.65,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:52:00,43.8743,-92.1884,79727.0,5/16/2019,20:45:40,10,Fix,287.02,286.65,285.65,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:52:05,43.8744,-92.1889,79774.3,5/16/2019,20:45:45,10,Fix,287.09,286.65,285.65,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:52:10,43.8745,-92.1892,79824.8,5/16/2019,20:45:50,10,Fix,287.09,287.15,285.65,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:52:15,43.8745,-92.1896,79874.3,5/16/2019,20:45:55,10,Fix,287.15,287.15,285.65,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:52:20,43.8745,-92.1901,79919.6,5/16/2019,20:46:0,10,Fix,287.15,287.15,285.65,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:52:25,43.8745,-92.1906,79971.5,5/16/2019,20:46:5,10,Fix,287.21,286.65,285.65,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:52:30,43.8745,-92.1909,80018.7,5/16/2019,20:46:10,10,Fix,287.21,286.15,285.65,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:52:35,43.8744,-92.1915,80069.2,5/16/2019,20:46:15,10,Fix,287.21,286.15,285.65,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:52:40,43.8744,-92.1921,80123.7,5/16/2019,20:46:20,10,Fix,287.27,286.65,285.65,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:52:45,43.8743,-92.1925,80174.2,5/16/2019,20:46:25,10,Fix,287.34,286.15,285.65,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:52:50,43.8742,-92.1932,80225.7,5/16/2019,20:46:30,10,Fix,287.34,285.65,285.65,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:52:55,43.8742,-92.1938,80280.5,5/16/2019,20:46:35,10,Fix,287.34,285.15,285.65,290.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:53:00,43.8742,-92.1944,80334.6,5/16/2019,20:46:40,10,Fix,287.40,285.65,285.65,290.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:53:05,43.8742,-92.1951,80386.5,5/16/2019,20:46:45,10,Fix,287.46,286.15,285.65,290.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:53:10,43.8742,-92.1958,80441.6,5/16/2019,20:46:50,10,Fix,287.46,286.15,286.15,290.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:53:15,43.8742,-92.1964,80496.4,5/16/2019,20:46:55,10,Fix,287.52,286.65,286.15,290.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:53:20,43.8743,-92.1972,80551.2,5/16/2019,20:47:0,10,Fix,287.52,287.15,286.15,290.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:53:25,43.8743,-92.1978,80608.6,5/16/2019,20:47:5,10,Fix,287.59,286.65,286.15,290.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:53:30,43.8743,-92.1985,80662.7,5/16/2019,20:47:10,10,Fix,287.65,287.65,286.15,290.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:53:35,43.8745,-92.1992,80718.5,5/16/2019,20:47:15,10,Fix,287.65,287.65,286.15,290.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:53:40,43.8746,-92.2000,80777.2,5/16/2019,20:47:20,10,Fix,287.71,287.15,286.15,290.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:53:45,43.8747,-92.2005,80833.0,5/16/2019,20:47:25,10,Fix,287.71,286.65,286.15,290.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:53:50,43.8747,-92.2012,80892.7,5/16/2019,20:47:30,10,Fix,287.77,287.65,286.15,290.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:53:55,43.8749,-92.2018,80946.2,5/16/2019,20:47:35,10,Fix,287.84,288.15,286.15,290.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:54:00,43.8749,-92.2024,81005.6,5/16/2019,20:47:40,10,Fix,287.84,289.15,286.15,290.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:54:05,43.8750,-92.2029,81060.4,5/16/2019,20:47:45,10,Fix,287.90,290.15,286.15,290.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:54:10,43.8752,-92.2035,81113.5,5/16/2019,20:47:50,10,Fix,287.96,290.65,286.15,290.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:54:15,43.8754,-92.2041,81170.3,5/16/2019,20:47:55,10,Fix,287.96,290.65,286.15,290.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:54:20,43.8756,-92.2046,81219.5,5/16/2019,20:48:0,10,Fix,288.02,289.65,286.15,291.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:54:25,43.8758,-92.2051,81276.6,5/16/2019,20:48:5,10,Fix,288.02,289.15,286.15,291.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:54:30,43.8761,-92.2057,81328.1,5/16/2019,20:48:10,10,Fix,288.09,289.15,286.15,291.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:54:35,43.8763,-92.2061,81381.6,5/16/2019,20:48:15,10,Fix,288.15,290.15,286.15,291.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:54:40,43.8765,-92.2065,81434.7,5/16/2019,20:48:20,10,Fix,288.15,290.15,286.15,291.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:54:45,43.8768,-92.2070,81491.1,5/16/2019,20:48:25,10,Fix,288.21,289.65,286.65,291.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:54:50,43.8771,-92.2074,81547.6,5/16/2019,20:48:30,10,Fix,288.27,289.65,286.65,291.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:54:55,43.8774,-92.2077,81597.1,5/16/2019,20:48:35,10,Fix,288.27,290.15,286.65,291.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:55:00,43.8776,-92.2081,81652.9,5/16/2019,20:48:40,10,Fix,288.34,290.15,286.65,291.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:55:05,43.8778,-92.2085,81704.7,5/16/2019,20:48:45,10,Fix,288.34,290.15,286.65,291.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:55:10,43.8780,-92.2088,81756.2,5/16/2019,20:48:50,10,Fix,288.40,289.65,286.65,291.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:55:15,43.8783,-92.2091,81810.0,5/16/2019,20:48:55,10,Fix,288.46,289.65,286.65,291.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:55:20,43.8785,-92.2094,81857.6,5/16/2019,20:49:0,10,Fix,288.46,290.15,286.65,291.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:55:25,43.8787,-92.2097,81910.8,5/16/2019,20:49:5,10,Fix,288.52,290.65,286.65,291.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:55:30,43.8790,-92.2099,81966.2,5/16/2019,20:49:10,10,Fix,288.52,290.15,286.65,291.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:55:35,43.8791,-92.2102,82016.4,5/16/2019,20:49:15,10,Fix,288.59,290.15,286.65,291.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:55:40,43.8794,-92.2104,82066.6,5/16/2019,20:49:20,10,Fix,288.65,289.15,286.65,291.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:55:45,43.8796,-92.2105,82120.1,5/16/2019,20:49:25,10,Fix,288.65,288.65,286.65,291.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:55:50,43.8797,-92.2108,82168.6,5/16/2019,20:49:30,12,Fix,288.71,288.65,286.65,291.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:55:55,43.8798,-92.2110,82221.8,5/16/2019,20:49:35,12,Fix,288.71,288.15,286.65,292.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:56:00,43.8799,-92.2113,82278.5,5/16/2019,20:49:40,12,Fix,288.77,289.15,286.65,292.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:56:05,43.8800,-92.2116,82333.0,5/16/2019,20:49:45,12,Fix,288.84,289.65,286.65,292.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:56:10,43.8800,-92.2120,82380.3,5/16/2019,20:49:50,12,Fix,288.84,289.65,286.65,292.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:56:15,43.8800,-92.2122,82431.8,5/16/2019,20:49:55,12,Fix,288.90,289.15,286.65,292.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:56:20,43.8800,-92.2124,82477.4,5/16/2019,20:50:0,12,Fix,288.90,289.15,287.15,292.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:56:25,43.8801,-92.2127,82527.9,5/16/2019,20:50:5,12,Fix,288.90,289.65,287.15,292.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:56:30,43.8801,-92.2131,82577.8,5/16/2019,20:50:10,12,Fix,288.96,289.65,287.15,292.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:56:35,43.8801,-92.2134,82627.3,5/16/2019,20:50:15,12,Fix,288.96,289.65,287.15,292.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:56:40,43.8800,-92.2137,82677.8,5/16/2019,20:50:20,12,Fix,289.02,289.15,287.15,292.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:56:45,43.8801,-92.2143,82728.3,5/16/2019,20:50:25,12,Fix,289.02,289.15,287.15,292.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:56:50,43.8801,-92.2148,82783.8,5/16/2019,20:50:30,12,Fix,289.09,289.15,287.15,292.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:56:55,43.8801,-92.2153,82829.1,5/16/2019,20:50:35,12,Fix,289.09,289.15,287.15,292.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:57:00,43.8801,-92.2159,82880.3,5/16/2019,20:50:40,12,Fix,289.09,288.65,287.15,292.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:57:05,43.8801,-92.2167,82925.2,5/16/2019,20:50:45,12,Fix,289.15,288.15,287.15,292.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:57:10,43.8802,-92.2173,82973.4,5/16/2019,20:50:50,11,Fix,289.15,288.15,287.15,292.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:57:15,43.8802,-92.2179,83024.3,5/16/2019,20:50:55,12,Fix,289.21,288.65,287.15,292.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:57:20,43.8802,-92.2187,83070.2,5/16/2019,20:51:0,12,Fix,289.21,289.15,287.15,292.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:57:25,43.8803,-92.2193,83118.8,5/16/2019,20:51:5,12,Fix,289.21,288.65,287.15,292.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:57:30,43.8803,-92.2199,83172.2,5/16/2019,20:51:10,11,Fix,289.27,288.65,287.65,292.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:57:35,43.8804,-92.2206,83219.8,5/16/2019,20:51:15,12,Fix,289.27,289.15,287.65,292.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:57:40,43.8805,-92.2212,83269.7,5/16/2019,20:51:20,12,Fix,289.27,289.15,287.65,292.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:57:45,43.8806,-92.2217,83322.8,5/16/2019,20:51:25,12,Fix,289.34,288.65,287.65,292.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:57:50,43.8808,-92.2223,83368.8,5/16/2019,20:51:30,12,Fix,289.34,289.65,287.65,292.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:57:55,43.8809,-92.2228,83416.3,5/16/2019,20:51:35,12,Fix,289.40,289.65,287.65,292.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:58:00,43.8811,-92.2232,83466.5,5/16/2019,20:51:40,12,Fix,289.40,289.15,287.65,292.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:58:05,43.8812,-92.2237,83515.4,5/16/2019,20:51:45,12,Fix,289.40,289.15,287.65,292.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:58:10,43.8813,-92.2242,83566.9,5/16/2019,20:51:50,12,Fix,289.46,289.15,287.65,292.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:58:15,43.8814,-92.2245,83614.5,5/16/2019,20:51:55,12,Fix,289.46,290.15,287.65,292.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:58:20,43.8815,-92.2249,83668.6,5/16/2019,20:52:0,12,Fix,289.46,291.15,287.65,292.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:58:25,43.8816,-92.2254,83717.9,5/16/2019,20:52:5,12,Fix,289.52,291.65,287.65,293.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:58:30,43.8817,-92.2257,83766.7,5/16/2019,20:52:10,12,Fix,289.52,292.65,287.65,293.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:58:35,43.8818,-92.2260,83818.2,5/16/2019,20:52:15,12,Fix,289.52,292.65,287.65,293.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:58:40,43.8819,-92.2265,83866.5,5/16/2019,20:52:20,10,Fix,289.59,292.15,287.65,293.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:58:45,43.8819,-92.2268,83917.3,5/16/2019,20:52:25,12,Fix,289.65,291.65,288.15,293.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:58:50,43.8820,-92.2270,83972.4,5/16/2019,20:52:30,12,Fix,289.65,292.15,288.15,293.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:58:55,43.8821,-92.2275,84021.3,5/16/2019,20:52:35,11,Fix,289.65,291.65,288.15,293.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:59:00,43.8822,-92.2278,84074.1,5/16/2019,20:52:40,12,Fix,289.71,291.65,288.15,293.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:59:05,43.8822,-92.2280,84123.4,5/16/2019,20:52:45,12,Fix,289.77,292.15,288.15,293.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:59:10,43.8823,-92.2284,84173.2,5/16/2019,20:52:50,11,Fix,289.77,291.65,288.15,293.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:59:15,43.8823,-92.2287,84225.4,5/16/2019,20:52:55,11,Fix,289.84,291.65,288.15,293.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:59:20,43.8824,-92.2289,84271.3,5/16/2019,20:53:0,12,Fix,289.84,292.15,288.15,293.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:59:25,43.8824,-92.2293,84319.2,5/16/2019,20:53:5,12,Fix,289.90,291.65,288.15,293.15,CLOSED,CLOSED,332942.91,136497080000.00,
2:59:30,43.8824,-92.2297,84373.4,5/16/2019,20:53:10,11,Fix,289.96,291.65,288.15,293.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:59:35,43.8823,-92.2300,84422.2,5/16/2019,20:53:15,11,Fix,289.96,292.15,288.15,293.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:59:40,43.8823,-92.2304,84477.0,5/16/2019,20:53:20,11,Fix,290.02,292.15,288.15,293.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:59:45,43.8823,-92.2310,84527.2,5/16/2019,20:53:25,11,Fix,290.09,292.15,288.15,293.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:59:50,43.8822,-92.2314,84569.2,5/16/2019,20:53:30,11,Fix,290.09,291.15,288.15,293.65,CLOSED,CLOSED,332942.91,136497080000.00,
2:59:55,43.8821,-92.2320,84616.1,5/16/2019,20:53:35,11,Fix,290.15,291.15,288.15,293.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:00:00,43.8821,-92.2325,84659.8,5/16/2019,20:53:40,11,Fix,290.21,290.65,288.15,293.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:00:05,43.8819,-92.2330,84706.0,5/16/2019,20:53:45,11,Fix,290.21,290.15,288.15,293.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:00:10,43.8818,-92.2334,84756.9,5/16/2019,20:53:50,11,Fix,290.27,290.65,288.15,293.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:00:15,43.8817,-92.2340,84801.5,5/16/2019,20:53:55,11,Fix,290.34,291.15,288.65,293.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:00:20,43.8815,-92.2345,84851.0,5/16/2019,20:54:0,11,Fix,290.34,291.15,288.65,293.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:00:25,43.8813,-92.2350,84899.0,5/16/2019,20:54:5,10,Fix,290.40,291.15,288.65,294.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:00:30,43.8812,-92.2357,84944.2,5/16/2019,20:54:10,11,Fix,290.40,291.15,288.65,294.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:00:35,43.8811,-92.2364,84991.5,5/16/2019,20:54:15,10,Fix,290.46,291.65,288.65,294.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:00:40,43.8810,-92.2371,85040.7,5/16/2019,20:54:20,11,Fix,290.46,291.65,288.65,294.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:00:45,43.8809,-92.2377,85088.9,5/16/2019,20:54:25,11,Fix,290.52,291.15,288.65,294.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:00:50,43.8809,-92.2385,85139.4,5/16/2019,20:54:30,11,Fix,290.59,291.15,288.65,294.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:00:55,43.8809,-92.2393,85186.4,5/16/2019,20:54:35,11,Fix,290.59,291.65,288.65,294.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:01:00,43.8810,-92.2400,85232.0,5/16/2019,20:54:40,10,Fix,290.65,292.15,288.65,294.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:01:05,43.8810,-92.2407,85281.5,5/16/2019,20:54:45,11,Fix,290.71,292.15,288.65,294.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:01:10,43.8810,-92.2416,85331.0,5/16/2019,20:54:50,11,Fix,290.71,292.15,288.65,294.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:01:15,43.8811,-92.2425,85381.2,5/16/2019,20:54:55,11,Fix,290.77,292.15,288.65,294.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:01:20,43.8812,-92.2432,85425.9,5/16/2019,20:55:0,11,Fix,290.77,291.65,288.65,294.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:01:25,43.8812,-92.2439,85478.4,5/16/2019,20:55:5,10,Fix,290.84,291.15,288.65,294.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:01:30,43.8812,-92.2447,85526.9,5/16/2019,20:55:10,11,Fix,290.90,290.65,288.65,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:01:35,43.8812,-92.2455,85579.4,5/16/2019,20:55:15,10,Fix,290.96,290.65,288.65,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:01:40,43.8814,-92.2462,85629.3,5/16/2019,20:55:20,11,Fix,290.96,290.15,288.65,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:01:45,43.8814,-92.2469,85682.7,5/16/2019,20:55:25,10,Fix,291.02,289.65,288.65,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:01:50,43.8815,-92.2477,85728.4,5/16/2019,20:55:30,11,Fix,291.09,289.65,288.65,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:01:55,43.8815,-92.2484,85782.1,5/16/2019,20:55:35,11,Fix,291.15,289.65,288.65,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:02:00,43.8816,-92.2490,85835.0,5/16/2019,20:55:40,11,Fix,291.15,289.15,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:02:05,43.8817,-92.2498,85885.5,5/16/2019,20:55:45,11,Fix,291.21,289.15,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:02:10,43.8817,-92.2505,85941.3,5/16/2019,20:55:50,11,Fix,291.27,289.15,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:02:15,43.8819,-92.2512,85991.5,5/16/2019,20:55:55,11,Fix,291.27,288.65,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:02:20,43.8819,-92.2519,86044.3,5/16/2019,20:56:0,11,Fix,291.34,288.65,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:02:25,43.8820,-92.2526,86098.8,5/16/2019,20:56:5,11,Fix,291.40,288.15,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:02:30,43.8821,-92.2532,86150.3,5/16/2019,20:56:10,11,Fix,291.40,288.15,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:02:35,43.8821,-92.2538,86200.8,5/16/2019,20:56:15,11,Fix,291.46,287.65,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:02:40,43.8821,-92.2545,86254.3,5/16/2019,20:56:20,11,Fix,291.52,287.65,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:02:45,43.8823,-92.2550,86301.2,5/16/2019,20:56:25,10,Fix,291.52,287.15,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:02:50,43.8823,-92.2555,86353.7,5/16/2019,20:56:30,11,Fix,291.59,287.15,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:02:55,43.8823,-92.2561,86402.6,5/16/2019,20:56:35,11,Fix,291.59,287.15,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:03:00,43.8823,-92.2567,86457.7,5/16/2019,20:56:40,11,Fix,291.65,287.15,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:03:05,43.8824,-92.2572,86507.9,5/16/2019,20:56:45,11,Fix,291.71,288.15,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:03:10,43.8824,-92.2578,86562.7,5/16/2019,20:56:50,11,Fix,291.71,289.15,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:03:15,43.8824,-92.2584,86608.6,5/16/2019,20:56:55,11,Fix,291.71,289.65,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:03:20,43.8825,-92.2589,86658.1,5/16/2019,20:57:0,11,Fix,291.77,291.15,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:03:25,43.8826,-92.2595,86705.4,5/16/2019,20:57:5,11,Fix,291.84,291.65,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:03:30,43.8826,-92.2599,86749.3,5/16/2019,20:57:10,11,Fix,291.84,292.15,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:03:35,43.8827,-92.2604,86794.6,5/16/2019,20:57:15,11,Fix,291.90,292.15,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:03:40,43.8828,-92.2607,86836.6,5/16/2019,20:57:20,11,Fix,291.96,292.15,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:03:45,43.8828,-92.2612,86883.9,5/16/2019,20:57:25,11,Fix,291.96,291.65,289.15,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:03:50,43.8828,-92.2617,86929.8,5/16/2019,20:57:30,11,Fix,292.02,291.15,289.65,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:03:55,43.8829,-92.2621,86973.1,5/16/2019,20:57:35,9,Fix,292.09,290.65,289.65,295.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:04:00,43.8831,-92.2625,87020.0,5/16/2019,20:57:40,10,Fix,292.15,290.15,289.65,294.65,CLOSED,CLOSED,332942.91,136497080000.00,
3:04:05,43.8831,-92.2630,87062.3,5/16/2019,20:57:45,10,Fix,292.15,289.65,289.65,295.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:04:10,43.8831,-92.2634,87107.6,5/16/2019,20:57:50,11,Fix,292.21,289.65,289.65,295.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:04:15,43.8832,-92.2638,87153.9,5/16/2019,20:57:55,11,Fix,292.27,289.15,289.65,295.15,CLOSED,CLOSED,332942.91,136497080000.00,
3:04:20,43.8832,-92.2643,87195.9,5/16/2019,20:58:0,11,Fix,292.34,289.15,289.65,295.15,CLOSED,CLOSED,332942.91,136497080000.00,
